"","ST","NP","BDSP","BLD","RMSP","TEN","FINCP","FPARC","HHL","NOC","MV","VEH","YBL"
"8103","47","02","05","02","12","1","000080600","4","1","00","3","2","09"
"8104","47","03","02","02","04","1","000030420","4","1","00","4","2","08"
"8105","47","02","04","02","09","1","000015000","4","1","00","5","6","01"
"8106","47","01","03","03","07","3","","","1","00","3","1","06"
"8107","47","02","02","02","05","2","000026600","4","1","00","7","1","03"
"8108","47","01","03","02","05","2","","","1","00","5","1","07"
"8109","47","02","03","02","05","1","000045100","2","1","01","4","1","07"
"8110","47","02","03","02","06","1","000025200","4","1","00","1","1","03"
"8111","47","01","03","02","07","2","","","1","00","7","1","03"
"8112","47","02","02","02","08","2","000027400","4","1","00","7","2","03"
"8113","47","01","02","02","05","2","","","1","00","7","2","03"
"8114","47","01","02","02","07","2","","","1","00","6","1","06"
"8115","47","00","03","01","05","","","","","","","","07"
"8116","47","02","03","02","05","2","000079800","4","1","00","5","2","04"
"8117","47","00","01","02","02","","","","","","","","07"
"8118","47","01","","","","","","","","","","",""
"8119","47","03","03","02","05","1","000018000","1","1","01","3","3","10"
"8120","47","01","03","02","07","1","","","1","00","6","1","05"
"8121","47","05","04","02","08","1","000053000","2","1","03","1","2","07"
"8122","47","03","03","02","05","1","000038000","2","1","01","4","2","08"
"8123","47","01","02","03","04","2","","","1","00","4","1","07"
"8124","47","01","02","02","04","3","","","1","00","3","2","03"
"8125","47","02","04","02","08","1","000172300","4","1","00","4","2","08"
"8126","47","04","02","06","04","3","000018000","1","2","01","3","2","06"
"8127","47","04","03","02","05","1","000096700","3","1","02","4","4","08"
"8128","47","02","03","02","06","2","000016800","4","1","00","5","2","07"
"8129","47","00","02","02","04","","","","","","","","01"
"8130","47","02","03","02","05","2","000024200","4","1","00","7","1","02"
"8131","47","02","03","02","08","2","000000000","4","1","00","7","2","03"
"8132","47","02","03","02","06","2","000167000","4","1","00","5","2","05"
"8133","47","02","02","02","05","2","000045100","4","3","00","6","3","02"
"8134","47","03","04","02","08","2","000136700","2","1","02","5","2","07"
"8135","47","02","04","02","08","1","000084350","4","1","00","6","2","05"
"8136","47","03","02","07","05","3","000016700","1","1","01","1","2","06"
"8137","47","02","03","02","05","1","000037600","4","1","00","6","2","06"
"8138","47","02","01","08","02","1","","","1","00","1","2","12"
"8139","47","00","02","07","04","","","","","","","","05"
"8140","47","02","04","02","08","2","000049900","4","1","00","7","2","04"
"8141","47","01","02","07","04","3","","","1","00","1","1","04"
"8142","47","00","02","06","05","","","","","","","","08"
"8143","47","02","02","07","04","3","000017900","2","1","00","1","1","05"
"8144","47","01","03","02","05","1","","","1","00","3","1","04"
"8145","47","01","03","02","06","2","","","1","00","7","2","02"
"8146","47","02","02","02","06","1","","","1","00","3","2","01"
"8147","47","03","04","02","09","1","000364000","2","1","01","4","2","01"
"8148","47","02","02","02","05","1","000024100","4","1","00","5","1","01"
"8149","47","01","02","02","04","2","","","1","00","5","0","02"
"8150","47","02","04","02","07","2","","","1","00","7","2","02"
"8151","47","04","03","02","08","2","000075200","2","1","00","7","2","05"
"8152","47","02","03","02","07","1","000027000","4","1","00","5","3","07"
"8153","47","03","03","02","05","1","000041000","1","1","01","1","2","08"
"8154","47","02","01","02","03","1","000017000","2","1","01","4","3","06"
"8155","47","01","03","02","07","1","","","1","00","5","1","04"
"8156","47","01","02","04","04","3","","","1","00","5","1","06"
"8157","47","02","03","02","07","2","000028300","4","1","00","6","3","05"
"8158","47","01","02","02","05","1","","","1","00","5","1","02"
"8159","47","02","00","01","01","1","000057000","4","1","00","4","1","08"
"8160","47","05","03","02","06","1","000083320","2","1","01","3","4","01"
"8161","47","05","03","02","08","3","000048000","2","1","03","2","2","04"
"8162","47","03","04","02","09","1","000063100","2","1","01","1","2","03"
"8163","47","01","02","02","05","1","","","1","00","3","1","02"
"8164","47","04","04","02","09","1","000142500","3","1","02","4","3","08"
"8165","47","02","02","09","04","3","000091000","4","5","00","3","2","11"
"8166","47","02","03","01","05","4","","","1","00","6","2","06"
"8167","47","04","04","02","07","3","000106300","1","1","00","2","3","07"
"8168","47","01","03","02","06","3","","","1","00","1","1","06"
"8169","47","00","02","02","04","","","","","","","","03"
"8170","47","02","03","02","06","4","000008100","4","1","00","5","1","07"
"8171","47","03","03","02","06","3","000039400","2","1","01","5","2","05"
"8172","47","01","01","08","03","3","","","1","00","2","0","05"
"8173","47","03","03","02","06","1","000054800","4","3","00","4","2","08"
"8174","47","03","02","01","04","3","000000000","1","1","01","1","1","07"
"8175","47","04","03","02","07","3","000025000","3","1","03","4","1","01"
"8176","47","04","03","02","06","3","000020000","3","1","02","2","1","05"
"8177","47","02","03","02","08","1","000059000","4","1","00","6","3","06"
"8178","47","01","02","07","05","3","","","1","00","4","1","05"
"8179","47","00","00","03","01","","","","","","","","05"
"8180","47","00","02","01","04","","","","","","","","08"
"8181","47","01","01","04","03","3","","","1","00","5","1","05"
"8182","47","00","01","02","03","","","","","","","","08"
"8183","47","04","03","02","06","1","000065000","3","1","02","4","2","08"
"8184","47","04","03","02","06","1","000050000","2","1","02","3","2","07"
"8185","47","01","04","02","07","2","","","1","00","7","1","01"
"8186","47","01","02","02","05","2","","","1","00","5","2","06"
"8187","47","01","03","02","06","2","","","1","00","7","2","04"
"8188","47","02","03","02","05","2","000039600","4","1","00","7","2","06"
"8189","47","02","02","02","09","2","000043200","4","1","00","5","4","01"
"8190","47","03","03","02","06","2","000046600","4","1","00","4","3","08"
"8191","47","00","04","02","07","","","","","","","","04"
"8192","47","02","02","03","05","2","000082900","4","1","00","4","1","10"
"8193","47","04","03","02","07","3","000042700","3","1","02","4","1","04"
"8194","47","02","01","06","03","3","","","2","00","1","2","06"
"8195","47","01","","","","","","","","","","",""
"8196","47","01","","","","","","","","","","",""
"8197","47","04","04","02","11","1","000304500","2","1","01","1","5","12"
"8198","47","01","02","07","06","3","","","1","00","1","1","05"
"8199","47","05","04","02","09","1","000100500","2","1","03","4","2","08"
"8200","47","00","03","02","05","","","","","","","","08"
"8201","47","01","","","","","","","","","","",""
"8202","47","03","04","02","09","1","000097220","4","1","00","5","4","07"
"8203","47","02","03","02","08","2","000062000","4","1","00","7","2","05"
"8204","47","04","04","01","08","1","000091000","2","1","01","4","4","09"
"8205","47","01","","","","","","","","","","",""
"8206","47","02","03","02","06","1","000036300","4","1","00","5","2","07"
"8207","47","02","02","02","04","2","000028400","4","1","00","7","3","03"
"8208","47","03","05","02","10","1","000091400","4","1","00","4","2","07"
"8209","47","04","03","04","05","3","000000000","1","3","02","3","2","06"
"8210","47","05","05","02","10","3","000012000","2","1","03","3","2","01"
"8211","47","02","03","02","08","1","000157000","4","1","00","5","2","07"
"8212","47","01","02","02","04","1","","","1","00","6","5","05"
"8213","47","02","03","02","11","2","000436400","4","1","00","4","2","03"
"8214","47","01","02","02","05","1","","","1","00","4","1","03"
"8215","47","05","03","02","11","1","000210000","2","3","03","3","2","05"
"8216","47","01","03","02","04","1","","","1","00","2","2","12"
"8217","47","02","01","10","02","1","000041600","4","1","00","4","4","09"
"8218","47","01","","","","","","","","","","",""
"8219","47","01","02","02","05","2","","","1","00","4","1","03"
"8220","47","06","03","02","05","1","000050580","2","1","00","5","2","04"
"8221","47","00","03","02","07","","","","","","","","05"
"8222","47","01","03","02","06","1","","","1","00","7","1","05"
"8223","47","02","03","02","06","1","000050000","4","1","00","5","2","06"
"8224","47","00","03","02","06","","","","","","","","02"
"8225","47","01","01","03","03","1","","","1","00","4","1","08"
"8226","47","03","03","01","06","1","000021880","1","1","01","5","2","08"
"8227","47","06","04","02","06","3","000072000","3","2","03","3","2","02"
"8228","47","03","03","02","09","1","000274400","4","1","00","5","3","04"
"8229","47","02","03","02","07","1","000060000","4","1","00","4","2","02"
"8230","47","01","","","","","","","","","","",""
"8231","47","01","02","02","04","1","","","1","00","7","1","01"
"8232","47","01","","","","","","","","","","",""
"8233","47","01","03","02","06","2","","","1","00","6","3","01"
"8234","47","04","04","02","07","1","000143050","2","1","02","5","5","04"
"8235","47","04","03","02","06","1","000028600","2","1","02","5","2","04"
"8236","47","04","04","02","09","1","000079000","2","1","01","4","5","08"
"8237","47","01","02","02","10","2","","","1","00","5","1","07"
"8238","47","02","03","02","06","1","000074400","4","1","00","7","3","01"
"8239","47","03","02","02","06","2","000025000","2","1","01","4","2","01"
"8240","47","02","02","01","04","4","000007300","1","1","01","3","2","05"
"8241","47","03","03","02","06","1","000016000","3","1","02","4","1","06"
"8242","47","01","02","01","06","2","","","1","00","5","2","08"
"8243","47","01","04","02","08","2","","","3","00","7","1","04"
"8244","47","07","03","02","05","1","000032000","2","5","05","4","1","05"
"8245","47","01","04","02","08","2","","","1","00","7","0","01"
"8246","47","03","03","02","06","3","000010800","1","1","00","1","1","03"
"8247","47","03","03","02","06","1","000048004","1","1","01","4","2","07"
"8248","47","04","03","02","04","1","000062000","2","1","01","5","2","07"
"8249","47","00","01","05","03","","","","","","","","01"
"8250","47","02","02","02","04","1","000039000","4","1","00","6","2","05"
"8251","47","01","02","02","03","2","","","1","00","2","1","08"
"8252","47","00","03","02","05","","","","","","","","08"
"8253","47","02","01","02","04","4","000032300","4","1","00","5","2","08"
"8254","47","01","03","02","05","1","","","1","00","7","2","06"
"8255","47","02","02","02","05","2","000024500","4","1","00","4","2","02"
"8256","47","02","02","07","05","3","000001400","2","1","01","1","1","08"
"8257","47","03","03","02","07","2","000054000","4","1","00","5","1","07"
"8258","47","02","02","02","04","2","000027300","4","1","00","7","2","03"
"8259","47","02","03","02","07","1","000055900","4","1","00","5","3","06"
"8260","47","02","02","02","04","1","000012460","4","1","00","3","3","06"
"8261","47","01","","","","","","","","","","",""
"8262","47","01","","","","","","","","","","",""
"8263","47","01","","","","","","","","","","",""
"8264","47","02","04","02","08","1","","","1","00","5","2","05"
"8265","47","01","03","02","05","3","","","1","00","1","1","05"
"8266","47","02","02","02","06","1","000120000","4","1","00","5","2","01"
"8267","47","03","02","02","05","1","000055400","4","1","00","5","2","04"
"8268","47","04","04","02","11","1","","","1","00","6","1","04"
"8269","47","03","04","02","10","1","000045000","4","1","00","4","2","08"
"8270","47","02","03","02","08","2","000083500","4","1","00","6","2","07"
"8271","47","03","03","02","06","1","000098000","4","1","00","6","4","06"
"8272","47","03","02","04","05","3","000027000","1","1","01","1","1","07"
"8273","47","01","01","08","02","3","","","1","00","2","0","09"
"8274","47","02","03","02","05","1","000079000","4","1","00","3","3","06"
"8275","47","02","03","02","06","1","","","1","00","4","2","05"
"8276","47","03","03","02","06","3","","","1","00","4","1","12"
"8277","47","02","03","01","05","3","000036700","4","1","00","5","1","06"
"8278","47","01","03","02","05","2","","","1","00","5","2","04"
"8279","47","01","","","","","","","","","","",""
"8280","47","02","06","02","19","2","000298000","4","1","00","6","4","04"
"8281","47","04","04","02","13","1","000045900","2","1","00","5","3","07"
"8282","47","01","04","02","08","2","","","1","00","6","3","07"
"8283","47","04","02","03","05","3","000013000","2","1","02","1","1","02"
"8284","47","02","03","02","07","3","000058000","4","1","00","3","2","07"
"8285","47","01","02","04","05","3","","","1","00","3","0","01"
"8286","47","01","03","02","06","2","","","1","00","7","2","04"
"8287","47","00","02","02","04","","","","","","","","06"
"8288","47","01","02","02","04","2","","","1","00","7","1","03"
"8289","47","02","03","02","08","2","000116300","4","1","00","4","1","08"
"8290","47","02","02","02","08","3","","","1","00","3","1","01"
"8291","47","02","02","02","03","2","000013400","4","1","00","5","2","05"
"8292","47","02","03","01","05","1","000028000","4","1","00","4","2","07"
"8293","47","04","03","02","05","1","000115000","1","1","01","4","3","07"
"8294","47","00","04","02","07","","","","","","","","08"
"8295","47","02","03","02","05","2","000036000","2","1","01","6","1","06"
"8296","47","01","","","","","","","","","","",""
"8297","47","03","03","01","06","2","000032650","4","1","00","4","2","07"
"8298","47","02","03","02","06","1","000053200","4","1","00","6","2","02"
"8299","47","01","06","02","19","2","","","1","00","7","1","06"
"8300","47","03","03","05","05","3","","","1","00","1","3","07"
"8301","47","00","02","02","05","","","","","","","","01"
